album,data,musica,letra
Contra Todos,2009-02-03 00:00:00,A Dialética,"[Refrão 1]
Depende de quem compra, depende de quem vende
Quem vai falar bem, quem é bom ou mal
De confiabilidade e mercado pra investir
Quanto é seguro pra gastar, é pra jogar
[Verso 1]
Quando ligarem a luz, basta se prender
Não se surpreenda com o clima quando aparecer
Não há espaço para todos
Ninguém quer perder o foco que não tem
[Refrão 2]
Depende de quem compra, depende de quem vende
Quem vai falar bem, quem é bom ou mal
De confiabilidade e um bom lobby de banheiro
Tapinha nas costas pra veicular
[Verso 2]
Quem precisa disso?
É tudo um grande jogo de quem pode mais
Joga quem quiser, engole quem acreditar
[Refrão 3]
Depende de quem compra, depende de quem vende
Quem vai falar bem, quem é bom ou mal
E mais uns pagamentos o lado certo da moeda
Quem se ilude mais sente mais ser mais
[Ponte]
Quem pensa menos, compra mais barato
Quem pensar demais, nunca vai levar
Dinheiro, pra poder pagar e financiar a dialética
De quem mente mais
Guerra de classes e de egos
O dividendo da matéria paga
O ""sudaquismo"" a se revelar
Não fecho com ninguém
Mas minhas veias são altas, é pra jogar"
Contra Todos,2009-02-03 00:00:00,O Melhor Exemplo do que Não Seguir,"[Verso 1]
Estes sapatos não me cabem mais
Ainda me lembro quando eram confortáveis
Sua visão me queima os olhos
E pasmo, vejo, não existe mais retorno
[Pré-Refrão]
Parar o tempo, tentar voltar
Na beleza deixada em algum lugar
Por todo esse limite que me impôs
Nem tudo pode ser contemplação
Não tenho mais seu tempo pra perder
Não tente me prender
[Refrão]
Que tenha pressa quem quiser me alcançar, eu também tenho
Novas paisagens que me façam encontrar outro destino
De longe, vou te rejeitando daqui onde estou
Continuo tão insatisfeito como da última vez
[Verso 2]
Sua visão me queima os olhos
E pasmo, vejo, não existe mais retorno
[Pré-Refrão]
Parar o tempo, tentar voltar
Na beleza deixada em algum lugar
Por todo esse limite que me impôs
Nem tudo pode ser contemplação
Não tenho mais seu tempo pra perder
Não tente me prender
[Refrão]
Que tenha pressa quem quiser me alcançar, eu também tenho
Novas paisagens que me façam encontrar outro destino
De longe, vou te rejeitando daqui onde estou
Continuo tão insatisfeito como da última vez
[Pós-Refrão]
Que lhe apontei o dedo, te julguei incapaz
Seremos o melhor exemplo do que não seguir
[Ponte]
E dizer sim, e te mostrar, sempre estou certo
Procurando por algo novo que me traga satisfação
Eu peguei outro desvio, talvez me afaste mais"
Contra Todos,2009-02-03 00:00:00,Descartáveis,"[Verso 1]
Comece sendo objetivo, tem que ser funcional
Não se descontrole nunca, ponha metas e siga
A melhor opção
Faça o que dizemos, seja um pouco racional
Continue nos seguindo, no fim vai ficar tudo bem
Tudo bem
[Pré-Refrão 1]
O ganhador, o funcionário do mês
Tirou a sorte grande na loteria da competência
Primeiro lugar em produção
Aplausos ao número um
[Refrão]
A humanidade é o produto sempre atrás de bonificações
Porque tudo está à venda, somos todos descartáveis
[Verso 2]
Fale baixo, fale baixo, não se exalte
Não aceitamos esse tom, mas vamos até te ouvir
Mas até do que diz
O salário não é baixo, suas despesas são altas
E pra falar com um dos nossos aperte a tecla dois
Ou aguarde
[Pré-Refrão 2]
É seu direito
Nosso dever
Você é livre pra escolher
Tenha um pouco de educação
[Refrão]
A humanidade é o produto sempre atrás de bonificações
Porque tudo está à venda, somos todos descartáveis
[Ponte 1]
Faça a opção: commodities, brilho, luxo e emoção
Compre agora o seu sonho, viva uma vida real
Você teve sua oportunidade de se adaptar
Agora você vai pagar, pagar o preço
[Refrão]
A humanidade é o produto sempre atrás de bonificações
Porque tudo está à venda, somos todos descartáveis
[Ponte 2]
No final, quem vai sobrar
Será varrido pra debaixo do tapete dessa ilusão
Dessa ilusão, dessa ilusão
Quero a América tomorrow, a madeira não reage"
Contra Todos,2009-02-03 00:00:00,Tupamaru,"[Intro]
Quem pode continuar vivendo sob a mira da sua praxis
Nessa agenda de prosperidade, só quem perde sou eu
A vida é bem diferente do que vejo na TV
Aprendendo a ser escravo dócil com sua informação
[Verso 1]
Traduzir acenos de quem determina
Acalma a multidão
O sorriso de ódio que se aproxima
Pronto pra se espatifar
[Refrão]
Muros de vergonha, documentos seletivos
Mais de uma fronteira de um só lugar
É para a segurança de quem pode pagar
Quem sobra, quer dançar
Se todos têm liberdade
Se palavras tem valor, por que não posso entrar?
[Verso 2]
Mais uma campanha, mais de nosso esforço
Promessas que todos fingem aceitar
Encher de água o que foi cercado
Se não me inclui, ninguém vai festejar
[Refrão]
Muros de vergonha, documentos seletivos
Mais de uma fronteira de um só lugar
É para a segurança de quem pode pagar
Quem sobra, quer dançar
Se todos têm liberdade
Se palavras tem valor, por que não posso entrar?
[Ponte]
Sua guerra, meu dinheiro, suas armas, o meu sangue
Se não dançam todos, não dança ninguém
Sua produção, meus braços, seu lastro, o meu trabalho
Se não dançam todos, não dança ninguém
Não dança ninguém (Não dança ninguém)"
Contra Todos,2009-02-03 00:00:00,Armadilhas Verbais,"[Verso 1]
Sempre andando em círculos, sempre pouco criativo
Não importa o que faça pra fazer tudo mais certo
[Pré-Refrão]
O tempo todo do lado errado, a coerência do seu lado
Não importa o que faça, o lado certo é o seu
[Refrão 1]
Hoje vai ser diferente
Sem mais de suas armadilhas verbais
E o que parece ser mais irônico
Aprendi tudo com você
[Verso 2]
Alguém me disse, você tem medo de perder o que não tem
E esconde sua insegurança por trás de um sorriso
[Pré-Refrão]
O tempo todo do lado errado, a coerência do seu lado
Não importa o que faça, o lado certo é o seu
[Refrão 2]
Hoje vai ser diferente
Sem mais de suas armadilhas verbais
E o que parece ser mais irônico
Vou usá-las em você
[Ponte]
Sem suas piadas sigo em frente
Agora é bom ouvir o que diz
Não convence nem a si mesmo
Está preso em suas armadilhas verbais"
Contra Todos,2009-02-03 00:00:00,Piada Liberal,"[Intro]
Se ainda acho fácil tudo que mata
Pago caro e não sinto nenhuma graça
Se ainda rio da piada, antes eles do que eu
[Verso 1]
Mais cinquenta canais consumindo opinião
Se o sangue jorra longe, não posso ver a cor
Esperando o intervalo pra sonhar
O que permitem que deseje
[Pré-Refrão 1]
Carros, armas e heróis, nada novo sob o céu
Se as coisas não mudarem no futuro, Deus dará
[Refrão 1]
Porque aqui não vai acontecer
Mudar não depende só de mim
Vejo com os olhos que comprei
Estou prestes a vencer
[Verso 2]
Ouvi um cara dizendo: mudei de opinião
Me envergonho das coisas que me afetam
Devia ser mais esperto e saber
Que entendem mais de mim do que eu
[Pré-Refrão 2]
Carros, armas e heróis, novidade sob o céu
Se tem alguém pensando, já me sinto melhor
[Refrão 1]
Porque aqui não vai acontecer
Mudar não depende só de mim
Vejo com os olhos que comprei
Estou prestes a vencer
[Pós-Refrão 1]
Veja aonde cheguei, veja como eu sei
Veja aonde cheguei, veja
[Ponte 1]
Tá sobrando um trocadinho, vou investir em especulação
Eu não sei do que se trata, mas me disseram que é bom
[Ponte 2]
Não olhe pro que é meu, melhor sorte na próxima
Você devia ter se empenhado mais
Mercado é liberdade, mercado é a verdade
Mercado é liberdade pra lucrar
[Refrão 1]
Porque aqui não vai acontecer
Mudar não depende só de mim
Vejo com os olhos que comprei
Estou prestes a vencer
[Refrão 2]
Porque aqui não vai acontecer
Se já demos nossa parcela
Não importa a que custo for
Louros pra quem arriscou
[Pós-Refrão 2]
Veja, veja aonde cheguei"
Um Homem Só,2006-07-25 00:00:00,Destruir Tudo de Novo,"É assim a vida é movimento
Sentados em certezas
Um dia tudo para
Sóbrios, ricos e frios
Novas regras de subversão
Formatando a verdade e bum... aí está você!
A mentira que te satisfaz
Respostas sempre tão corretas
Isso faz vender
Se enganar é bem mais fácil
O ódio é uma caixa, e o amor também
Simples de usar difíceis de aprender
Todos sabem tudo, menos se calar
Todos querem ensinar, precisam de atenção
A mentira que te satisfaz
Respostas sempre tão corretas
Isso faz vender
Se enganar é bem mais fácil
Se permitir viver tudo de novo
Se não estava bem, destruir tudo o que já fez
Já me basta esse é meu limite
Não quero ser tão cínico quanto você
E tudo vai morrer eu sei
Mas prefiro estar aqui e tentar
A mentira que te satisfaz
Respostas sempre tão corretas
Isso faz vender
Se enganar é bem mais fácil
Se permitir viver tudo de novo
Se não estava bem, destruir tudo o que já fez"
Um Homem Só,2006-07-25 00:00:00,Didático,"Alguém precisa dizer
Todos devem se calar
Eles darão novas respostas
E onde encontrar
A preços baixos juros altos
Sem saldo devedor
Não há quase nenhum risco
Aproveite a cotação
É tão simples e didático
Perca menos, ganhe mais
Esse é o jogo democrático
O que a maioria quer
Está bem perto
Miséria vai nos redimir
Você precisa acreditar
Pois eles sabem o que é melhor
Aperte o cinto eles disseram
Todos devem cooperar
Novas taxas velhos hábitos
Baixa estima e pouca informação
É tão simples e didático
Perca menos, ganhe mais
Esse é o jogo democrático
O que a maioria quer
Todos vão acreditar
Que não vai poder jogar
Muitos bancos vão lucrar...vão lucrar...
Será na próxima eleição
Não pare, não hesite
Não existe outra solução...
Você é só mais uma peça
Subestimado, amedrontado
No seu devido lugar...
Está bem perto
Miséria vai nos redimir"
Um Homem Só,2006-07-25 00:00:00,Rei de Açúcar,"[Verso]
O vento mudou, não sopra a favor
No canto dos olhos, a conspiração
É quase a hora sem ter o lugar
Pois servos precisam de queda e ascensão
[Pré-Refrão]
Um novo herói irá surgir e se convencer
Que será eterno quando a chuva cair
Sonhos sinceros de poder pra corromper
Bodes expiatórios de um jogo sem fim
[Refrão]
Quando a chuva cair e varrer as certezas
(Quando a chuva cair)
De suas frágeis raízes quando a chuva cair"
Um Homem Só,2006-07-25 00:00:00,Fora do Mapa,"Com tantos instrumentos pra guiar
Quanto mais depressa e estranho for
Todos os planos óbvios aos pedaços
Tentando esconder uma certa frustração
Fingir, dissimular, tentar fugir
Sem encontrar o que procurou
Por vir o presente e o perigo
Deixar cair até não poder mais sentir a dor
O inusitado é o que faz sorrir
Frio no estômago, luz em tudo que se pode ver
E o que é estável?
Desejos tão incontroláveis
Fingir, dissimular, tentar fugir
Sem encontrar o que procurou
Por vir o presente e o perigo
Deixar cair até não poder mais sentir a dor
Tão longe do destino que planejei
E devia acontecer
Sem trilhas e caminhos
Fora do mapa, onde estou?
É fácil acusar, desviar a atenção
Por vir, o futuro está perdido
Permitir que a realidade seja aqui
Que seja sem destino
Que seja sem razão
Que seja tão intenso como tudo deve ser
Eterno como um minuto sem explicação"
Um Homem Só,2006-07-25 00:00:00,Oldboy,"[Verso 1]
Vejo, em seus olhos, a derrota
O que será de mim a partir daqui?
Te vendo de joelhos a se humilhar
A missão está cumprida antes que esperava
[Refrão]
Não devia ter me empenhado tanto em você
Podia ter resistido mais
Quando seus olhos baixaram perdi toda a motivação
[Verso 2]
Agora, me encontro aqui parado
Sentado, esperando outro de você
Pra dar algum sentido em minha vida
Viver essa vingança é o que me mantem
[Refrão]
Não devia ter me empenhado tanto em você
Podia ter resistido mais
Quando seus olhos baixaram, perdi toda a motivação"
Um Homem Só,2006-07-25 00:00:00,Obrigação,"Juro que tento entender
É difícil mas eu vou te explicar
Vejo tudo que já tenho em minha vida
Penso em todos que deixei pra trás
Nem sempre as coisas mudam pra melhor
Penso todo dia em nunca voltar
Eu sei,que perdemos tanto tempo aqui
Me faço de desententido
Mas sabemos o que nos prendeu
A insegurança é o que fez morrer
Não é nada confortável
Não tente entender se não quiser
Só não me anule pro seu lado
Siga seu caminho que eu vou seguir o meu
Nem sempre as coisas mudam pra melhor
Penso todo dia em nunca voltar
Eu sei,que perdemos tanto tempo aqui
Me faço de desententido
Mas sabemos o que nos prendeu
A insegurança é o que fez morrer
Só queria agradecer
Por suportar
Pela primeira vez
Nos libertar"
Um Homem Só,2006-07-25 00:00:00,Diesel,"Caminhando pra pagar por um pouco de paz
Andando atoa por aí buscando algo na paisagem (quem pode ver)
Tanques cheios vão mais longe onde querem chegar
Não importa o preço vidas dissolvidas em carbono (pra quem vê)
É preciso ser um pouco mais velóz
Tento escapar dessa prisão
Rumo ao paraíso sem olhar pra trás
Na bagagem novos truques
Pra quem nunca viu
Armas de sobrevivência
Tão comuns de onde vim (???)
É preciso ser um pouco mais velóz
Tento escapar dessa prisão
Rumo ao paraíso sem olhar pra trás
Trago em meu bolso a discórdia
Trago em meu sangue a destruição
Construindo quase o mesmo
Contrariando os meus desejos
Dessa forma trago o melhor
O progresso sempre foi a solução
Tento escapar dessa prisão
Rumo ao paraíso sem olhar pra trás
Trago em meu bolso a discórdia
Trago em meu sangue a destruição"
Um Homem Só,2006-07-25 00:00:00,Exílio,"O mesmo céu, a mesma cor
Quanto tempo passou?
Não há mais o que provar
Recomeçar em outro lugar
Que relevância pode existir
Em lamentar agora o que não fez?
Se arrepender por cometer
Os mesmos erros outra vez
Sem algo em que acreditar
Não posso mais ficar aqui
Quem vai poder reconhecer
Certezas que viraram pó?
Abandonar o que conquistou
Escolhas que não tem retorno
Inventar outra verdade
E buscar o que nunca imaginou
Se arrepender por cometer
Os mesmos erros outra vez
Sem algo em que acreditar
Não posso mais ficar aqui
Não posso mais
O que ficou pra trás
Não deve te prender
Impossível alcançar
Pois não existe mais
O que você ganhou...
O que você perdeu...
São mais do que lições
Se arrepender por cometer
Os mesmos erros outra vez
Sem algo em que acreditar
Não posso mais ficar aqui
Não somos mais os mesmos
Nem antes, nem depois
Caminhos quase sempre incertos
Imprevisível é viver"
Um Homem Só,2006-07-25 00:00:00,Canção Menor,"Se você não quer, então por que faz?
Se acha ruim, por que está sorrindo
Motivos fúteis não colam mais
Não tente fingir que está tudo bem
O que vai fazer quando a porta bater?
Atrás de você, outro dia igual"
Um Homem Só,2006-07-25 00:00:00,Menos Do Mesmo,"O compromisso em satisfazer
Entreter, como obrigação
Será que está aqui o que precisa?
Procurando seus clichês nos meus
Menos do mesmo você diz querer
Fingindo ser o que não é
Outras canções em outras vozes
Mas sempre o mesmo refrão
Respostas fáceis do que não querem contar
Consumir, formar opinião
Descartável, sem nenhum valor
Menos do mesmo você diz querer
Fingindo ser o que não é
No mesmo lugar
Repetindo até se entediar
Pague caro, nesta mesma ilusão
Neste horário
A paisagem não mudou
São 9:11
Algo vai acontecer
Menos do mesmo você diz querer
Fingindo ser o que não é
No mesmo lugar
Repetindo até se entediar
Pague caro, nesta mesma ilusão
São só mentiras
Que querem te vender
Segmentado, aproveitado
Paz similar
Quem vai lucrar?"
Um Homem Só,2006-07-25 00:00:00,Eleito Por Ninguem,"Como indiferência
Só fazer o que convém
Tem alguem dizendo
Quem tem coragem de ouvir
Frustadas otra vez
Nenhuma iniciativa em nenhum lugar
Tudo vai pra comprar
Tudo vai queimar
Quem vai mudar
E sujar as própias mãos
Sem méritos medalhas
Ninguem vai agradecer
E ainda ser esquecido
Essa coerência faz
A méta progredir
Passeando como o gado
Esperando o novo salvador
Tudo vai pra comprar
Tudo vai queimar
Quem vai mudar
E sujar as própias mãos
Sem méritos medalhas
Ninguem vai agradecer
E ainda ser esquecido
Eleito por ninguem
Eleito por ninguem
Pare de apontar
Se esse mesmo é você
Atrás de desculpas
Pra que possa se omitir
É simples e frustrante concordar
Concordar que a maioria diz
Aceitar..."
Um Homem Só,2006-07-25 00:00:00,Couraça,"Na chuva de vaidades
Comportamentos que caibam bem
Em hierarquias inferiores ponderar opiniões
Cabíveis, sem rosto, o vazio por não ser você
Quando controlado, esconde a frustração
Mas em controle impõe as mesmas condições
Quem pode ser alguém neste vazio funcional?
Quantos salários vão calar a sua opinião?
Normas de conduta, sem respirar
Acomode a angústia só mais uma vez
Quando controlado, esconde a frustração
Mas em controle impõe as mesmas condições
Guardando a própria lágrima
Vendo o outro chorar
O que não pode ser explicado
Nesse amor que faz matar
Que faz morrer
Couraças em regras
A dança por poder
O vazio de não perceber
O vazio de nunca entender"
Um Homem Só,2006-07-25 00:00:00,Um Homem Só,"Mãos em outras mãos poder
Onde esconderá o que sempre foi seu
E a muito já perdeu?
Eles dizem sim e não
Verdades pra repetir
O que há da solução?
Papéis pra atuar
Guiados pela insegurança
Sempre acreditando na bola da vez
Um homem só virá te salvar
Um homem só pra te trair, matar
Esquecer que também é só
Vá, siga aquela luz
Tudo foi decidido
Sem sua opinião
Medo da diferença
Medo de decidir
Cantando um velho hino
De pé aplaudir
Certo de mais um engano
Usando a história como escudo
Um homem só virá te salvar
Um homem só pra te trair, matar
Esquecer que também é só
Se outros deuses vão
Trazer uma verdade
Por quantos líderes mais
Pessoas vão morrer
Pra entender que a resposta está
Mais próxima que um dia se imaginou
Um homem só virá te salvar
Este homem é você
Te lembrar que não é mais ninguém
Não há nada de divino
Nem sobrenatural
É dar um passo a frente, confiar
Fazer diferente, enfrentar a escuridão
Não vai ser fácil
Não vai ser fácil
Mas nunca foi
Fazer o que quiser
Mãos feitas pra construir"
Um Homem Só,2006-07-25 00:00:00,A Recompensa,"Passou muito além do seu destino
Perdeu mais tempo sem nada para fazer
Todas as coisas fúteis
Que ela nunca fez
Se olhando no espelho
Rindo de si mesma
É tarde para definir
Se tudo foi bom ou ruim
Se nada te fez ver
Não se preucupe mais
Seja feliz como nunca se permitiu
Agora ja não é tempo para lamentar
Sentiu falta de se dedicar
Pela primeira vez
Teve a vida em suas mãos
É tarde para defini
Se tudo foi bom ou ruim
Se nada te fez ver
Não se preucupe mais
Seja feliz como nunca se permitiu
Agora ja não é tempo para lamentar
Ninguem vai sentir e ver por você
A recopensa não virá
Mais isso não importa
Tudo vai terminar
Sobre os escrombos a sorrir
No meio da multidão
Cantando alto a canção"
Zero e Um,2004-04-26 00:00:00,A Urgência,"Hoje é o dia da revolução
Não há ninguém nas ruas
Você está sozinho
Pronto... pra sujar as mãos
Muito antes de dizer
Não havia tempo pra agir
Esquecer tudo o que leu
Mais teorias pra cuspir
Muitos já tentaram, muitos vão morrer
Seja justo, não há causa, não ceda outra face pra bater
Há urgência em estar vivo!
Outra forma de pensar!
Mais do que esperar... mais do que dizer
Eu prefiria... te ver...
Do fundo dos teus olhos... descobrir
Se há deuses ou heróis
Bandas, compras, drogas pra usar
Tantas coisas pra salvar
Dê tudo isso algum valor!
Onde quer que pise... ande onde quiser
Aceite as consequências do que acha que te faz melhor
Há urgência em estar vivo
Outra forma de agir
Desrespeitar sua constante dor!
Há urgência em estar vivo
Outra forma de pensar
E assumir... outro valor
Implodir... implodir...
Implodir denovo"
Zero e Um,2004-04-26 00:00:00,Tão Iguais,"Eu grito pelo meu país
Que finge
Os absurdos tão normais
Onde estou
Eu desejei o teu lugar
Quis agir da mesma forma
Aqui todos são iguais!
Impunidade usada pra vencer
Comprada com seus votos
E sua omissão
Legislar ou pedir pão
Não seja tão honesto
Ou irá morrer!
Se resignar e aceitar
Se eles são apenas dez?
Não terá o seu quinhão
Tão sujo quanto o deles
Normalidade!
Senso Comum!
(Me lembro com se fosse ontem do meu pai me falando preu estudar pra ser alguem na vida. 
 e 
, dizia que não ia dar em nada, lembro dos seus discursos sobre honestidade, de como deverímamos ser e agir)
Eu desejei este lugar
Quis agir da mesma forma
Aceitar os mais iguais!
Eu desejei o meu lugar
Vou agir da minha forma
Quero coisas mais reais!
(As 2 ultimas estrofes cantadas Simultaneamente)
(Tempos depois o meu velho se foi e descobri que saber não bastava...)
Tente conceber! Tente
Vislumbra!
Que é tão igual quanto os
Que odeia!
Tudo isso vai mudar?
(...Precisava ser alguem e ter um nome, um brilho ou um padrinho, não abri a mão do que aprendi para que ser
O que eles desejavam que eu fosse, por isso prometi fazer alguma coisa, por todos que sejam honestos, por mim, por lamado, minha avó, meus amores, amigos, irmãos e por todos que sofrem neste estado do Espírito Santo)"
Zero e Um,2004-04-26 00:00:00,Zero e Um,"No amplo progresso entre zero e um
Esconder em você meus erros
Pensar sim, dizer o não
Quanto mais perto mais distante do que sou
Vou mentir
Exagerar
Essa verdade já não tem tanto valor
Deletar
O que realmente sinto e posso acreditar
Programar
Uma nova linguagem em que possa me adequar
Sem dores decadentes
Sem nenhum arranhão
Um brilho nos dentes
E um vazio no are
Não há mais retorno com o que vai acontecer
Já foi tudo planejado inexorável proteção
Dizer que você aceita como eu já aceitei
Mais um anúncio em nosso caos
Deletar
O que realmente sinto e posso acreditar
Programar
Uma nova linguagem em que possa me adequar"
Zero e Um,2004-04-26 00:00:00,Queda Livre,"Quando eu cai e beijei o chão
Vi em seus olhos algum
Brilho de prazer
Rastejei por algum tempo
Entenda isso foi muito
Bom pra mim!
Pude encarar minhas
Verdades....
De frente pude ver
O quanto posso errar
Falhar e ver
Que pode ser muito natural
Você é covarde demais!
Pra entender
O quanto é intenso!
Agora todos os extremos
Insistir que o erro é dos
Outros!
Você devia vagar...
Sozinho por aí
E pela escuridão
E perceber, e realmente ver
Que existir é muito mais
Ainda me sinto tão cansado
Mas sei, sou muito mais forte
Já sei o que é estar só
Estou pronto pra me
Levantar
E caminhar em sua direção
Você é covarde demais!
Pra entender
O quanto é intenso!
Sei o que é o fel e o mel
Ao contrario do que pensa
Você!
Sim, você ainda pode
Me vencer
Mas você sabe que não
Vou desistir
Já provei do seu sangue em
Minha face
A dor já faz parte do total
Você é covarde demais!
Pra entender
O quanto é intenso!
Agora todos os extremos
Insistir que o erro é dos
Outros!
O tempo já não me
Importa mais
Pois ainda estou aqui!
Eu ainda estou aqui!
Aceite, estou aqui!"
Zero e Um,2004-04-26 00:00:00,Bem-Vindo Ao Clube,"Haverá mais um retorno a
Partir daqui?
Não era o que queríamos:
Tudo vai ruir!
Pensei não existir nada
Além daqui
Me tornei estável sem
Estar bem
Pensava em engordar e
Envelhecer
Quando nos encontramos
Em nós
Em vida, viver, aqui!
Sentirei falta de todos vocês
Sabíamos que tudo tem
Um fim
Seremos homens melhores
Onde estivemos
O mundo é que está errado!
Bem vindo ao clube!
Celebrar o fim
Seja feliz!
Bem-vindo ao clube!
É tudo e é agora
Toda intensidade que
Sempre quis
E o mundo já foi salvo
E tudo já mudou
O que mais por vir?
Vivos, nos resta viver!
Sim, a vida é maior que nós
O que me importa se já
Tenho vocês e a mim?
Se não podemos estar
Juntos e parar
Me sentarei sozinho e farei
Um brinde a vocês!
Bem-vindo ao clube!
Celebrar o fim
Seja feliz!
Bem-vindo ao clube!
É tudo e é agora
Toda intensidade que
Sempre quis!
Tudo que quis!
Tudo que quis!"
Zero e Um,2004-04-26 00:00:00,"Senhor, Seu Troco","Agora que você já derrotou
Mais um inimigo
Seu ideal venceu!
Claro que ao preço de
Milhares de vidas
Por seu sistema, seu racismo, sua cor!
Por quanto tempo mais?
Senhor, seu troco!"
Zero e Um,2004-04-26 00:00:00,Você,"Não sou um bom jogador
Não sei dizer frases feitas
Nada parece ser como é
Posterga-se toda dor
Faça-se a razão
Deixo tudo em suas mãos
Tudo que pensei por ontem
Hoje não mais tentar
Ter na vida de bons cidadãos
Ruas iluminadas roupas limpas
Nada parece ser como é
Onde há muros há o que esconder
Faça-se a razão
Embaixo dos olhos da escravidão
Não repita o que fez ontem
Hoje não mais duvidar
Sofrer por você
Viver lutar
De joelhos hesitar
Por não te desejar
Passos largos em direção
Desejos por trás de desejos
Sem te ter amor
Por todas as contas, por todos os objetos
Esta é a tendencia, isso é viver
Por mais coêrencia, mais acertos, muito mais alvos
Muito mais cor
Sofrer por você
Viver lutar
De joelhos hesitar
Por não te desejar
Passos largos em direção
Desejos por trás de desejos
Por tanto te odiar
E por isso tentar
Por isso trabalhar, por isso roubar
Por mais forte que seja
Você está aqui...
Dinheiro"
Zero e Um,2004-04-26 00:00:00,Sonhos Colonizados,"Como vc aprendeu a viver assim?
Vc nunca vai conseguir parar!
Nem perceber!
Condenado à nunca olhar pro lado
Vc deseja somente o que te mandam
Confortável conceder
O que é vc?
O que vc quer?
Desejos colonizados
Tente se livrar!
Coisas tão vazias p/ mim
Parecem ser tão cheias p/ vc!
Quem te colonizou?
Quem vc vai culpar?
Tente agora encontrar o que finge ser
Como vc gostaria de me castigar?
Me aponte a direção
Vc sabe que pode ser muito melhor!
Apenas não quer ver
O que é vc?
O que vc quer?
Seus sonhos colonizados
Vão te devorar!"
Zero e Um,2004-04-26 00:00:00,Por Não Ter O Que Dizer,"Disse o que sabiam, mas nunca ousou
Disse o que sempre desejou
Não se acovardou em momentos sociais
Tão difíceis de aceitar
E falar demais...
Por não ter o que dizer!
Poucas coisas em que segurar
De costas não se importar
O desconforto que os faz tão mal
Não há prestígio que passe do chão
Prazer em ser diferente de você!
Abalando o que é claro...
Pôr em dúvida o que você diz ser certo
Bater de frente, não titubear
Tudo que em choque faz mover o ar
Desprezar mais um sinal!
Desafiar toda moral
De outra forma nessa multidão
Num rítmo que os fez morrer
Aprendendo a sonhar igual
Esqueceram de viver!
Custou caro ser assim
Fiel companhia, a solidão
E toda dor valerá!
Pois não existe um fim!
O que é o fim pra mim?
Poucas coisas em que segurar
De costas não se importar
O desconforto que os faz tão mal
Não há prestígio que passe do chão
Prazer em ser diferente de você!"
Zero e Um,2004-04-26 00:00:00,Engarrafamento,"Tudo parado, em movimento
Necessidades conflitantes
Em um só
Esta tudo certo, engarrafado
Na inercia desta ação
Se tempo é dinheiro
Porque a lentidão
Restrita obrigação, na
Mesma direção
Vidas tão iguais!
O fluxo coerente, atalhos
Pra buscar
Um mesmo lugar
Toda uma vida desperdiçada
Se esvaindo sem perceber
Todos os dias a mesma
Estrada
Melhor não se perguntar
Se tempo é dinheiro
Por que esta prisão?
Restrita obrigação, na
Mesma direção
Vidas tão iguais!
O fluxo coerente, atalhos
Pra buscar
Um mesmo lugar"
Zero e Um,2004-04-26 00:00:00,Desencontros,"Resistir ao desconforto
Nítido desgosto
Margens saturadas
Veias entupidas
Palavras vagas como
Insustentáveis vigas
Convivência limitada
Perecível companhia
Cumprimento frouxo!
Reflete o que é...
Desgastados
Planejados
Desencontros
Vou saber a direção!
Vou saber a direção!
Direção!"
Zero e Um,2004-04-26 00:00:00,Re-Aprender A Andar,"Não há nada em que tropeçar
A duras penas se erguer
Prontos pra um novo começo
Re-aprender a andar
Sentir perder
Reconstruir
E caminhar pro que virá
Nos desejo força
Já que o pior já passou
Ter coragem para dar
As mãos
Sentir viver e destruir
E aceitar que nos fazia mal
E implodiram tudo que
Os oprimia
Precisavam refazer os seus
Conceitos
Sentir vencer
Reconstruir
E caminhar pro que virá
Apesar de quase duvidar...
Apesar de quase não
Aceitar..."
Zero e Um,2004-04-26 00:00:00,Siga,"Não se compra, não se vende
Não se expande, não se retrai
Não existe nada de meio
Apenas é ou não!
Existe uma reta em várias curvas
Não está parada, não é veloz
Não é alvo, não é meta
Nem se pode esperar
Sem condição!
Sem sim, nem não...
É importante desviar e distrair!
Siga este caminho e vai encontrar
Não há caminho, nem o que ver
Está em vc, está em mim, está em nós
Não está no outro, no ouro, no céu, no inferno
Ou no homem, em Deus
Está bem aí dentro, está em suas mãos
Basta ver, encontrar e usar
Está nos olhos que choram
Na snsação de felicidade de matar quem te matou
Mas isso não importa, volte logo ao trabalho!
Aceite seu limite e coma sua ração!"
