album,data,musica,letra
um homem só,2006-07-25T00:00:00.000000,exílio,"o mesmo céu, a mesma cor quanto tempo passou? não há mais o que provar recomeçar em outro lugar que relevância pode existir em lamentar agora o que não fez? se arrepender por cometer os mesmos erros outra vez sem algo em que acreditar não posso mais ficar aqui quem vai poder reconhecer certezas que viraram pó? abandonar o que conquistou escolhas que não tem retorno inventar outra verdade e buscar o que nunca imaginou se arrepender por cometer os mesmos erros outra vez sem algo em que acreditar não posso mais ficar aqui não posso mais o que ficou pra trás não deve te prender impossível alcançar pois não existe mais o que você ganhou... o que você perdeu... são mais do que lições se arrepender por cometer os mesmos erros outra vez sem algo em que acreditar não posso mais ficar aqui não somos mais os mesmos nem antes, nem depois caminhos quase sempre incertos imprevisível é viver"
um homem só,2006-07-25T00:00:00.000000,canção menor,"se você não quer, então por que faz? se acha ruim, por que está sorrindo motivos fúteis não colam mais não tente fingir que está tudo bem o que vai fazer quando a porta bater? atrás de você, outro dia igual"
um homem só,2006-07-25T00:00:00.000000,menos do mesmo,"o compromisso em satisfazer entreter, como obrigação será que está aqui o que precisa? procurando seus clichês nos meus menos do mesmo você diz querer fingindo ser o que não é outras canções em outras vozes mas sempre o mesmo refrão respostas fáceis do que não querem contar consumir, formar opinião descartável, sem nenhum valor menos do mesmo você diz querer fingindo ser o que não é no mesmo lugar repetindo até se entediar pague caro, nesta mesma ilusão neste horário a paisagem não mudou são 9:11 algo vai acontecer menos do mesmo você diz querer fingindo ser o que não é no mesmo lugar repetindo até se entediar pague caro, nesta mesma ilusão são só mentiras que querem te vender segmentado, aproveitado paz similar quem vai lucrar?"
um homem só,2006-07-25T00:00:00.000000,eleito por ninguem,como indiferência só fazer o que convém tem alguem dizendo quem tem coragem de ouvir frustadas otra vez nenhuma iniciativa em nenhum lugar tudo vai pra comprar tudo vai queimar quem vai mudar e sujar as própias mãos sem méritos medalhas ninguem vai agradecer e ainda ser esquecido essa coerência faz a méta progredir passeando como o gado esperando o novo salvador tudo vai pra comprar tudo vai queimar quem vai mudar e sujar as própias mãos sem méritos medalhas ninguem vai agradecer e ainda ser esquecido eleito por ninguem eleito por ninguem pare de apontar se esse mesmo é você atrás de desculpas pra que possa se omitir é simples e frustrante concordar concordar que a maioria diz aceitar...
um homem só,2006-07-25T00:00:00.000000,couraça,"na chuva de vaidades comportamentos que caibam bem em hierarquias inferiores ponderar opiniões cabíveis, sem rosto, o vazio por não ser você quando controlado, esconde a frustração mas em controle impõe as mesmas condições quem pode ser alguém neste vazio funcional? quantos salários vão calar a sua opinião? normas de conduta, sem respirar acomode a angústia só mais uma vez quando controlado, esconde a frustração mas em controle impõe as mesmas condições guardando a própria lágrima vendo o outro chorar o que não pode ser explicado nesse amor que faz matar que faz morrer couraças em regras a dança por poder o vazio de não perceber o vazio de nunca entender"
um homem só,2006-07-25T00:00:00.000000,um homem só,"mãos em outras mãos poder onde esconderá o que sempre foi seu e a muito já perdeu? eles dizem sim e não verdades pra repetir o que há da solução? papéis pra atuar guiados pela insegurança sempre acreditando na bola da vez um homem só virá te salvar um homem só pra te trair, matar esquecer que também é só vá, siga aquela luz tudo foi decidido sem sua opinião medo da diferença medo de decidir cantando um velho hino de pé aplaudir certo de mais um engano usando a história como escudo um homem só virá te salvar um homem só pra te trair, matar esquecer que também é só se outros deuses vão trazer uma verdade por quantos líderes mais pessoas vão morrer pra entender que a resposta está mais próxima que um dia se imaginou um homem só virá te salvar este homem é você te lembrar que não é mais ninguém não há nada de divino nem sobrenatural é dar um passo a frente, confiar fazer diferente, enfrentar a escuridão não vai ser fácil não vai ser fácil mas nunca foi fazer o que quiser mãos feitas pra construir"
um homem só,2006-07-25T00:00:00.000000,a recompensa,passou muito além do seu destino perdeu mais tempo sem nada para fazer todas as coisas fúteis que ela nunca fez se olhando no espelho rindo de si mesma é tarde para definir se tudo foi bom ou ruim se nada te fez ver não se preucupe mais seja feliz como nunca se permitiu agora ja não é tempo para lamentar sentiu falta de se dedicar pela primeira vez teve a vida em suas mãos é tarde para defini se tudo foi bom ou ruim se nada te fez ver não se preucupe mais seja feliz como nunca se permitiu agora ja não é tempo para lamentar ninguem vai sentir e ver por você a recopensa não virá mais isso não importa tudo vai terminar sobre os escrombos a sorrir no meio da multidão cantando alto a canção
zero e um,2004-04-26T00:00:00.000000,a urgência,"hoje é o dia da revolução não há ninguém nas ruas você está sozinho pronto... pra sujar as mãos muito antes de dizer não havia tempo pra agir esquecer tudo o que leu mais teorias pra cuspir muitos já tentaram, muitos vão morrer seja justo, não há causa, não ceda outra face pra bater há urgência em estar vivo! outra forma de pensar! mais do que esperar... mais do que dizer eu prefiria... te ver... do fundo dos teus olhos... descobrir se há deuses ou heróis bandas, compras, drogas pra usar tantas coisas pra salvar dê tudo isso algum valor! onde quer que pise... ande onde quiser aceite as consequências do que acha que te faz melhor há urgência em estar vivo outra forma de agir desrespeitar sua constante dor! há urgência em estar vivo outra forma de pensar e assumir... outro valor implodir... implodir... implodir denovo"
zero e um,2004-04-26T00:00:00.000000,tão iguais,"eu grito pelo meu país que finge os absurdos tão normais onde estou eu desejei o teu lugar quis agir da mesma forma aqui todos são iguais! impunidade usada pra vencer comprada com seus votos e sua omissão legislar ou pedir pão não seja tão honesto ou irá morrer! se resignar e aceitar se eles são apenas dez? não terá o seu quinhão tão sujo quanto o deles normalidade! senso comum! (me lembro com se fosse ontem do meu pai me falando preu estudar pra ser alguem na vida.  e , dizia que não ia dar em nada, lembro dos seus discursos sobre honestidade, de como deverímamos ser e agir) eu desejei este lugar quis agir da mesma forma aceitar os mais iguais! eu desejei o meu lugar vou agir da minha forma quero coisas mais reais! (as 2 ultimas estrofes cantadas simultaneamente) (tempos depois o meu velho se foi e descobri que saber não bastava...) tente conceber! tente vislumbra! que é tão igual quanto os que odeia! tudo isso vai mudar? (...precisava ser alguem e ter um nome, um brilho ou um padrinho, não abri a mão do que aprendi para que ser o que eles desejavam que eu fosse, por isso prometi fazer alguma coisa, por todos que sejam honestos, por mim, por lamado, minha avó, meus amores, amigos, irmãos e por todos que sofrem neste estado do espírito santo)"
zero e um,2004-04-26T00:00:00.000000,zero e um,"no amplo progresso entre zero e um esconder em você meus erros pensar sim, dizer o não quanto mais perto mais distante do que sou vou mentir exagerar essa verdade já não tem tanto valor deletar o que realmente sinto e posso acreditar programar uma nova linguagem em que possa me adequar sem dores decadentes sem nenhum arranhão um brilho nos dentes e um vazio no are não há mais retorno com o que vai acontecer já foi tudo planejado inexorável proteção dizer que você aceita como eu já aceitei mais um anúncio em nosso caos deletar o que realmente sinto e posso acreditar programar uma nova linguagem em que possa me adequar"
zero e um,2004-04-26T00:00:00.000000,queda livre,"quando eu cai e beijei o chão vi em seus olhos algum brilho de prazer rastejei por algum tempo entenda isso foi muito bom pra mim! pude encarar minhas verdades.... de frente pude ver o quanto posso errar falhar e ver que pode ser muito natural você é covarde demais! pra entender o quanto é intenso! agora todos os extremos insistir que o erro é dos outros! você devia vagar... sozinho por aí e pela escuridão e perceber, e realmente ver que existir é muito mais ainda me sinto tão cansado mas sei, sou muito mais forte já sei o que é estar só estou pronto pra me levantar e caminhar em sua direção você é covarde demais! pra entender o quanto é intenso! sei o que é o fel e o mel ao contrario do que pensa você! sim, você ainda pode me vencer mas você sabe que não vou desistir já provei do seu sangue em minha face a dor já faz parte do total você é covarde demais! pra entender o quanto é intenso! agora todos os extremos insistir que o erro é dos outros! o tempo já não me importa mais pois ainda estou aqui! eu ainda estou aqui! aceite, estou aqui!"
zero e um,2004-04-26T00:00:00.000000,bem-vindo ao clube,"haverá mais um retorno a partir daqui? não era o que queríamos: tudo vai ruir! pensei não existir nada além daqui me tornei estável sem estar bem pensava em engordar e envelhecer quando nos encontramos em nós em vida, viver, aqui! sentirei falta de todos vocês sabíamos que tudo tem um fim seremos homens melhores onde estivemos o mundo é que está errado! bem vindo ao clube! celebrar o fim seja feliz! bem-vindo ao clube! é tudo e é agora toda intensidade que sempre quis e o mundo já foi salvo e tudo já mudou o que mais por vir? vivos, nos resta viver! sim, a vida é maior que nós o que me importa se já tenho vocês e a mim? se não podemos estar juntos e parar me sentarei sozinho e farei um brinde a vocês! bem-vindo ao clube! celebrar o fim seja feliz! bem-vindo ao clube! é tudo e é agora toda intensidade que sempre quis! tudo que quis! tudo que quis!"
zero e um,2004-04-26T00:00:00.000000,"senhor, seu troco","agora que você já derrotou mais um inimigo seu ideal venceu! claro que ao preço de milhares de vidas por seu sistema, seu racismo, sua cor! por quanto tempo mais? senhor, seu troco!"
zero e um,2004-04-26T00:00:00.000000,você,"não sou um bom jogador não sei dizer frases feitas nada parece ser como é posterga-se toda dor faça-se a razão deixo tudo em suas mãos tudo que pensei por ontem hoje não mais tentar ter na vida de bons cidadãos ruas iluminadas roupas limpas nada parece ser como é onde há muros há o que esconder faça-se a razão embaixo dos olhos da escravidão não repita o que fez ontem hoje não mais duvidar sofrer por você viver lutar de joelhos hesitar por não te desejar passos largos em direção desejos por trás de desejos sem te ter amor por todas as contas, por todos os objetos esta é a tendencia, isso é viver por mais coêrencia, mais acertos, muito mais alvos muito mais cor sofrer por você viver lutar de joelhos hesitar por não te desejar passos largos em direção desejos por trás de desejos por tanto te odiar e por isso tentar por isso trabalhar, por isso roubar por mais forte que seja você está aqui... dinheiro"
zero e um,2004-04-26T00:00:00.000000,sonhos colonizados,como vc aprendeu a viver assim? vc nunca vai conseguir parar! nem perceber! condenado à nunca olhar pro lado vc deseja somente o que te mandam confortável conceder o que é vc? o que vc quer? desejos colonizados tente se livrar! coisas tão vazias p/ mim parecem ser tão cheias p/ vc! quem te colonizou? quem vc vai culpar? tente agora encontrar o que finge ser como vc gostaria de me castigar? me aponte a direção vc sabe que pode ser muito melhor! apenas não quer ver o que é vc? o que vc quer? seus sonhos colonizados vão te devorar!
zero e um,2004-04-26T00:00:00.000000,por não ter o que dizer,"disse o que sabiam, mas nunca ousou disse o que sempre desejou não se acovardou em momentos sociais tão difíceis de aceitar e falar demais... por não ter o que dizer! poucas coisas em que segurar de costas não se importar o desconforto que os faz tão mal não há prestígio que passe do chão prazer em ser diferente de você! abalando o que é claro... pôr em dúvida o que você diz ser certo bater de frente, não titubear tudo que em choque faz mover o ar desprezar mais um sinal! desafiar toda moral de outra forma nessa multidão num rítmo que os fez morrer aprendendo a sonhar igual esqueceram de viver! custou caro ser assim fiel companhia, a solidão e toda dor valerá! pois não existe um fim! o que é o fim pra mim? poucas coisas em que segurar de costas não se importar o desconforto que os faz tão mal não há prestígio que passe do chão prazer em ser diferente de você!"
zero e um,2004-04-26T00:00:00.000000,engarrafamento,"tudo parado, em movimento necessidades conflitantes em um só esta tudo certo, engarrafado na inercia desta ação se tempo é dinheiro porque a lentidão restrita obrigação, na mesma direção vidas tão iguais! o fluxo coerente, atalhos pra buscar um mesmo lugar toda uma vida desperdiçada se esvaindo sem perceber todos os dias a mesma estrada melhor não se perguntar se tempo é dinheiro por que esta prisão? restrita obrigação, na mesma direção vidas tão iguais! o fluxo coerente, atalhos pra buscar um mesmo lugar"
zero e um,2004-04-26T00:00:00.000000,desencontros,resistir ao desconforto nítido desgosto margens saturadas veias entupidas palavras vagas como insustentáveis vigas convivência limitada perecível companhia cumprimento frouxo! reflete o que é... desgastados planejados desencontros vou saber a direção! vou saber a direção! direção!
zero e um,2004-04-26T00:00:00.000000,re-aprender a andar,não há nada em que tropeçar a duras penas se erguer prontos pra um novo começo re-aprender a andar sentir perder reconstruir e caminhar pro que virá nos desejo força já que o pior já passou ter coragem para dar as mãos sentir viver e destruir e aceitar que nos fazia mal e implodiram tudo que os oprimia precisavam refazer os seus conceitos sentir vencer reconstruir e caminhar pro que virá apesar de quase duvidar... apesar de quase não aceitar...
zero e um,2004-04-26T00:00:00.000000,siga,"não se compra, não se vende não se expande, não se retrai não existe nada de meio apenas é ou não! existe uma reta em várias curvas não está parada, não é veloz não é alvo, não é meta nem se pode esperar sem condição! sem sim, nem não... é importante desviar e distrair! siga este caminho e vai encontrar não há caminho, nem o que ver está em vc, está em mim, está em nós não está no outro, no ouro, no céu, no inferno ou no homem, em deus está bem aí dentro, está em suas mãos basta ver, encontrar e usar está nos olhos que choram na snsação de felicidade de matar quem te matou mas isso não importa, volte logo ao trabalho! aceite seu limite e coma sua ração!"
zero e um,2004-04-26T00:00:00.000000,tudo,"diga hoje: o que fará sorrir o que vai precisar para ser mais uma vez diga hoje o que suportar como comportar, vencer tudo que é brilho, ou demodê pra sempre mudar com a mesma paisagem pra sempre fingir, em um cenário real o show do dia-a-dia não completa mais esta cena não satisfaz, nem nunca o fez vendo isso sempre parece vazio não parece ser um caminho metas demais pra entender um porque... pra sempre mudar com a mesma paisagem pra sermpe fingir, em um cenario real pra sempre, pra sempre tudo pra sempre tudo, espetacular! e o que fazia entender, (não vale mais!) foi digerido quanto mais correr, quanto mais gastar e o que mais dizer... diga: já vimos este lugar antes o que foi que passou? diga pra sempre se arrepender sempre incompleto usado como qualquer um pois tudo, é ganância!(sem ver) pois tudo, (sem ter) é ganância não me vale mais não te vale mais não valha ninguem mas só ninguém consegue ver e o que faza entender (não vale mais!) foi digerido quanto mais correr, quanto mais gastar e o que mais dizer... e o que mais dizer?"
ep 2002,2002-01-01T00:00:00.000000,sem alma,"esta é a vida, iremos viver o jogo em que lutamos pra sobreviver nas salas, nas esquinas, nas cozinhas, no estomago o nada. nas noites, nos dias, e sobre a pele marcada e surrada. no frio! e o frio? a cortar, a doer. e não sobrará nem a solidão. o jogo tem seu cérebro e coração. ter o tempo levando nosso pão, leite e alma. nas ruas, nas pessoas, nas empresas... nos olhos as lágrimas. a esperança do emprego nas noites de insônia. e a insônia! e a insônia? de viver sob lágrimas. e não era nossa imaginação, não era essa a intenção. ter o tempo marcando nossas mãos, olhos e almas. nas casas, nas mesas, nas barrigas, nos olhos as lágrimas. no peito o vazio e no prato o nada. e o nada? e a fome? e o nada? corroer. e não era nossa imaginação, não era essa a intenção, o povo e o sangue escravizados e sem alma"
ep 2002,2002-01-01T00:00:00.000000,aprendendo a dirigir,"uma criança pequena ter amigos e escorregar e o velho em um banco de praça olhar a banda passar, prosperar o monge meditar, o banqueiro lucrar, a mãe amamentar e o crente rezar em uma favela próxima o novo hiltler nasceu e jesus passa embaixo em um mercedes a acenar regras de bem e mal lideres que odeiam lideres te farão andar na retidão pois ódio é amor explica a diferença, explica a sensação de não ter mais parâmetros, de não ter mais razão os objetivos dos outros são outros que não os seus tire os arreios e freios e se permita desviar o preso fugir, o policial matar e pra tantas pessoas simplesmente passar pro humanista fazer uma boa ação e para os cristãos acreditar em redenção novos homens, homens com missões para lhe salvar mas a sinceridade do bêbado vai te insultar ocerto nunca errou, o errado nunca acertou a certeza é algo tão rarefeito e simples de aceitar explica a diferença, explica a sensação faça a auto crítica mas abra seu coração o ismo ofascismo o ão religião se não se pode ser o todo, entao o que pode mudar?"
afasia,2001-01-01T00:00:00.000000,afasia,as palavras os discursos a nova ordem mundial todas as verdades incontestáveis do radical parecem sons parecem ondas que nunca poderemos ver o ranço de verdade do que é o ideal os loucos riem do presidente na tv pois podem achar o que está velado sob o verbo e o poder e a língua escondem a retitude o orgulho as boas em más intenções e toda violência aplicada para o bem sorrir quando se quer chorar sorrir parar viver parecem homens mortos pra quem pode perceber os loucos riem de você a discursar pois podem ouvir seu coração prefere não amar ele quer ser deus vou sorrir! vou chorar! vou saber! entender! vou sorrir! vou chorar! vou saber! entender! afasia
afasia,2001-01-01T00:00:00.000000,proprietários do 3º mundo,"promessas eternas por cumprir e mortos demais a esperar sobre uma terra fértil à espera de mãos pra plantar mas os punhos fechados e amargos dos proprietários do terceiro mundo perderão sangue demais, pra perdoar mentalidade tacanha e assassina nas favelas do terceiro mundo mortos, suicídios, chacinas somados é o que se vê minério, violência, especulação bens materiais a amar prédios altos que mostrarão quão grande o tombo será mas a ordem e progresso assassina dos educados do terceiro mundo são cegas demais pra perceber mas o ódio e a fome dos sem-teto do terceiro mundo justiça por caos podemos ver liberdade, paz, força e coração vida, amor libertação um desejo incontido nas cabeças do terceiro mundo tudo isso virá se pudermos perceber que amar, viver, cantar, não será em vão"
afasia,2001-01-01T00:00:00.000000,tango,"foi difícil entender impossível de acreditar uma vida devotada embasada em sobreviver mais que qualquer ideal sobressai o teu amor não há ruas, partidos e regras para te deter mais que uma instituição feita para deformar liberdade e emoção me permitiram sonhar tu és a vida real, e sempre esteve de pé nunca reclamou da batalha que é criar sociedade e discriminação cabeça erguida a enfrentar nenhum patriarcado ou família te fizeram calar não há nada a provar eu já posso entender o que pode ser mais rebelde depois de você? forte, vive e a sorrir sua vitória deve insultar a todos que preferem te ver a chorar acredite aprendi demais seu silêncio constrangedor liberdade é muito mais que palavras a dizer gostaria de agradecer espero um dia retribuir coração do meu céu por favor seja feliz! agora vem a tua vez! usufrua do teu amor sua prole sobreviveu e só resta agradecer...mãe"
afasia,2001-01-01T00:00:00.000000,viver,deve existir uma nova forma de ver de olhos fechados poder entender se todos os livros que eu puder ler não lembrarem nada e eu não conseguir viver! viver! viver e ter e ver e crer! viver! viver! viver e ver em.... se posso aprender também posso ensinar aberto ao novo e nunca cristalizar gritar chorar doer pensar em mim viver o total o mundo é e não é teu viver! viver! viver! não crer não ver não ser viver! viver! viver e ver em... se dou um passo à frente já estou em outro lugar não preciso de suas muletas pois os pés eu vou usar é ter autonomia pra guiar olhar pra qualquer lado e ter o direito de me esborrachar...
afasia,2001-01-01T00:00:00.000000,a cura,"dois mil anos mais apenas por termos fechado os olhos algumas vezes, até quando a culpa! sublimar o que é ruim, apontar o dedo assim acreditar na redenção se o pior está aí não posso estar em seu lugar certo demais! puro demais! vidas fogem ao controle com as armas os beijos carregados do seu pecado, frágeis, intensos se deleguei o meu poder, controlado controlar toda dor será prazer e todo orgulho esconderá que me mato em você a razão da vida é... e toda dor e todo prazer e todo sexo e poder e nos discursos feitos pelo bem. onde errei!? quantas vezes vamos desistir? quantas vezes omitir! culpar por culpa, curar sem cura e se em dois mil anos eu me *curar? e você não estiver mais aqui..."
afasia,2001-01-01T00:00:00.000000,revolver,"apesar de entender que tudo deve mudar geração x em busca de um ideal traz os ranços no coração apontados para você casas, castas, famílias, dogmas e religião existe uma razão querem te fazer sentir pondo culpa em você ! quando se tem 18 como é complicado... e aos 23 já te fizeram desistir supostamente engajado atirando pra todo lado escolas, tendências, governos muita ou pouca educação ? razão do irracional já te fez esquecer... que o bem não é só você não entende porque se era uma boa intenção não pode ver que carrega um ranço cultural mas é tão jovem e sabe que tem ... mas aplica tão mal... este poder jovem te tornará senil e destruirá tudo de bom que já existiu... um homem morto aos 30 em uma boa posição... este é você ..."
afasia,2001-01-01T00:00:00.000000,linear,me dê sua mão posso te salvar! por muito tempo acreditar e ser assim... descomunizar o senso comum e se tornar especial... olhar os meus olhos e se perceber campeão em nome do privado estatizarei o estado agora é o eu e isso inclui você é tudo muito simples seja racional! nossa coerência te dará uma ajuda na salvação siga esta linha traçada no chão e veja luz do meu farol... a velha nova alternativa não é circular... dois mais dois são quatro! a nova moral a flecha no seu alvo! a solução final! linear! cante a música! reto é andar! linear! a forma correta está abaixo e maiúsculo!! me dê sua mão posso te salvar! por muito tempo acreditar e ser assim... descomunizar o senso comum e se tornar especial... manter a cabeça erguida e se perceber campeão em nome do privado estatizarei o estado agora é o eu e isso inclui você é tudo muito simples seja racional! nossa coerência te dará uma ajuda na salvação siga esta linha traçada no chão e veja luz do meu farol... a velha nova alternativa não é circular... dois mais dois são quatro! a nova moral a flecha no seu alvo! a solução final! linear! cante a música! reto é andar! linear!
afasia,2001-01-01T00:00:00.000000,iceberg,ter olhos e não ver coração e não sentir o que sozinho você me faz ter vida e não ser ter mundo e não existir olha a tristeza que você me traz por onde começar? é hora de a alma vagar ... por onde devo começar? vejo tudo congelar você e eu embaixo dessa chuva você e eu sozinhos aqui... ter pernas e não andar ter boca e não beijar quanta falta você me faz... ter ouvidos e não escutar cada palavra que tinha pra falar você insistiu em vagar e odiar... e sinto que sozinho você não vai mudar sozinho por aqui eu vou ficar e nesse oceano você e eu iremos vagar e nada neste mundo nos fará mudar é a hora de a alma congelar... (almas definitivamente não congelam)
afasia,2001-01-01T00:00:00.000000,noite,"solidão, caminhar espero um dia te ver mudar essa vida são escolhas sem direção nada é linear continuar, sobreviver pode ser muito cedo pra entender... idéias em comum se tornam divisão caminhos opostos que se encontram ou não até que um dia amanhecer e você vir a perceber.... até que um dia se levantar.... semelhança e diferença nos fizeram paralisar... e fingimos esquecer o que passou... não há futuro, não há passado tudo que se foi ou que virá só existe um sentimento teu por mim estagnado odiar... e não se ver e não sentir que o fardo em sua costas te impede de existir deixar escapar o que é melhor a chama em seu olho apagou até que um dia amanhecer e você finalmente perceber... até que um dia se levantar ... que nossas semelhanças nos façam caminhar e observar e que um dia você possa me ver em ti... juntos estar em ação poder dizer um dia união no presente existir pois a vida é curta e preciso agir"
afasia,2001-01-01T00:00:00.000000,no chão,"sua idéia de diferença te tornou igual demais a arrogância e insegurança de quem não sabe o que faz no chão agora, e o que mais dizer? você não pode se odiar tanto assim agora que estou aqui, você se sente feliz? confesso o sonho virou pesadelo... há 10 anos pensei que não seria assim regras, certezas. verdades únicas não são pra mim a manipulação do engajamento te fez igual agora estou no chão, quem você quer derrubar? talvez não reste mais ninguém talvez não, só você mesmo... pois a verdade única que irá te levantar é a verdade única que irá te derrubar e todos um dia nos encontraremos no chão"
afasia,2001-01-01T00:00:00.000000,reprogresso,não há chão para pisar não me lembro mais deste lugar aqui onde hoje passam os ônibus minha avó pisava ao mar e é por isso que estou aqui e com força me seguro em ti pois não sei de onde venho talvez possa até ser bom mas queria tanto ver a história que o asfalto tapou esta fumaça que não existia agora me impede de te olhar e o progresso que suja o horizonte me tornou tão intolerante mais uma geração se perdeu isso não pode ter sido sem querer e vimos o prédio crescer e parados a ilha afundou só soubemos nos matar as ilhas... na ilha
afasia,2001-01-01T00:00:00.000000,ad infinittum,quase um dia quase agora quase eu quase você enquanto o tempo passa quase poderemos entender se este senso de incompletude passar será que um dia alguma coisa vai mudar? é você que está doente? ou serei eu? a busca pela cura quase nos matará... quase homem quase preto quase branco quase deus quase morrer quase viver quase trepar e nunca amar e quando tudo acabar será o fim? e quando tudo acabou quase percebemos a existência circular... ad infinittum
afasia,2001-01-01T00:00:00.000000,me ensina,"preciso acordar e não me notar preciso vencer sem sequer ganhar preciso precisar sem sequer ter eu quero ser e não perceber vou te amar e não te ter, entender sem estudar me ensina a tirar essas marcas e encontrar o meu verdadeiro me ensina vou te olhar de frente então enfrentar a contradição sem minha máscara vou sorrir marcas de uma educação ranços de uma herança que se vão o poder de observar observar e não ter poder o verbo que devo calar as palavras que você não vai ler me ensina a tirar essas marcas e encontrar o meu verdadeiro me ensina e agora amor vou poder ser feliz, esqueci teu nome seremos um eu de verdade, esqueci meu nome e aprenderemos diariamente a desaprender e a viver como realmente somos"
afasia,2001-01-01T00:00:00.000000,perfect party,"perfect party, i wanna stay with you perfect party, see yoursmile at me ficar aqui ou ir embora? liberdade em sua prisão seu limite me apavora não questiono se há amor ou não só respeite um pouco minha dor perfect party, don't wanna staywith you perfect party, seus olhos a denunciar fuck this, fuckthat birthday party fucking! fucking birthday party não serei salvador e nem o salvo se fazem tão mal os que dizem zelar por nós célula mãe criadora desta moral talvez tenha colocado essa tristeza em mim... perfect party, don't wanna stay with us perfect party, sentir sua raiva em mim… fuck this, fuckthat birthday party fucking! fucking birthday party quero voar! não quero esperar longe daqui, talvez ser feliz... quero voar! não quero esperar longe daqui, talvez me encontrar"
sonho médio,1999-12-17T00:00:00.000000,escapando,agora vejo as suas costas e não há mais nada a dizer não há mais olhos nos olhos nem uma palavra a se perder eu sei não somos bons em diferenças mas pelo menos nós tentamos que seria da vida se as vezes não pudéssemos tentar? coisas da vida que agora não mais existirão... palavras perdidas e portas abertas quartos vazios corpos sem rosto mentiras não ditas feridas que não se vê! quem poderia dizer que sim ou quem ousaria dizer que não? somos apenas humanos tentando tentando mais uma vez agora vejo as suas costas e não há mais nada a dizer não há mais olhos nos olhos nem uma palavra a se perder! não fomos bons em diferenças não fomos bons em nos entender e agora só restará..... a solidão!!!! agora vejo as suas costas e não há mais nada a dizer prefiro não mais te ver
sonho médio,1999-12-17T00:00:00.000000,sobre a violência,"você insistiu em não perceber virar as costas e esquecer agora é tarde, não tente se esconder! e sobre a violência que você fingiu não ver agora explode agora explode em sua cara eu só vejo o sangue a correr não há mais nada não tente se omitir e nem aponte o dedo pra fingir não ser você e sobre a violência que você fingiu não ver agora explode agora atinge a sua vida e eu só vejo muros a crescer e sobre a violência que você fingiu não ver, e agora explode agora atinge os seus filhos e eu só vejo lágrimas a correr"
sonho médio,1999-12-17T00:00:00.000000,modificar,"já era hora se fez o tempo, aqueles tempos foram escuros demais toda a esperança vinha das ruas e não havia como perder e nosso sonho por saúde e educação se foi largado pra depois e os militares que esperávamos que um dia iriam pagar continuam no poder então veio 88 foi determinado agora sim poderíamos votar/escolher mas um ano depois percebemos o quão estávamos enfraquecidos corações e mentes agora guiados (ordenados) por uma tela de tv nossa vontade já não existia pois agíamos como zumbis pagamos caro pela ilusão o moderninho nos enganou e enquanto retia nossa poupança roubava mais que os ladrões e nosso sonho por um dia sermos iguais se foi foi deixado pra depois e os corruptos que esperávamos que um dia iriam pagar acabavam de se eleger quando vieram os anos 90 e o caos e o cinza tomou conta de tudo salvadores de pátria agora não iriam mais ajudar não há mais culpados nem inocentes, agora todos irão pagar mas na guerra sublimada aleijados e analfabetos ainda tentam modificar"
sonho médio,1999-12-17T00:00:00.000000,paz verde,"enquanto o índio e o povo são massacrados por todo mundo se vociferou aquele povo, aquela gente pulmão do mundo, tudo que sobrou destroem por maldade os imbecis são o próprio diabo de nossa religião, malditos pobres malditos imundos que não sabem lucrar pedem dinheiro pra se endividar vamos criar uma instituição uma instituição nacional pois o verde queremos salvar paz verde!! hipocrisia mundial!! seus bancos a cobrar meu povo a morrer... não me venha com retórica terceiro mundista seu incompetente miscigenado a culpa não é do capital! o meu império ecologista sabe lucrar sabe vender e o que é melhor a selva foi internacionalizada índio iludido pensou que fosse melhorar todas as bandeiras (do g7) estavam lá! mas o que se viu foi mais uma divisão índios tiveram que financiar suas ocas em bancos silvestres paz verde!! hipocrisia mundial!! e o fmi? e os juros a pagar?! talvez se não tivéssemos sido colonizados e se tivessem deixado o índio em paz.... mas depois desta retórica suja, sectária e desumana foi você que nos ensinou a comprar a vender e a lucrar!! paz verde!! hipocrisia mundial!! vocês a consumir e nós a produzir...."
sonho médio,1999-12-17T00:00:00.000000,mulheres negras,e se um dia tivéssemos que resistir e se tudo que fizéssemos fosse em vão? a vida mesmo assim teria uma razão manter-se de pé e esperar e se não fossemos tão jovens ainda estaríamos aqui? e se não pudéssemos mais cantar nem reclamar nem protestar? fingiríamos esquecer nosso ideal ou lutaríamos agora pra valer? os tombos da vida nos fazem crescer e não devemos desistir... mas então vamos lá lutar por um ideal se viver é resistir então será... e ai poderemos sorrir como mulheres negras que apesar de todo sofrimento se negam a chorar
sonho médio,1999-12-17T00:00:00.000000,sonho médio,amanheceu mais uma vez é hora de acordar para vencer e ter o que falar alguém para mandar uma vida pra ordenar poder acumular e ai então viver viver e prosperar mais nada a pensar me myself and i e assim permanecer credcard e status quo é tudo que penso ser ilusão e questionar o sonho médio vai vai te conquistar e todo dia iremos juntos ao shopping pra gastar ter e sempre acreditar princípio meio e fim a hipocrisia vai vencer vou sorrir para você será uma festa em meio ao caos e as pessoas feias se apagarão pois somos eleitos pelo menos achamos ser nossa raça é superior pois vou fingir ser daquela cor pra trabalhar pra viver! não importa se meus filhos não terão educação ellis têm é que ter dinheiro e visual o sonho médio vai vai te conquistar mentalidade de plástico e uma imagem a zelar
